title,keyword,rate_score,StarRate_ParticipantCount
여름의 캐럴,#별점1000개이상#5000~1만원#현대물#나이차커플#첫사랑#연예인#순정남#동정남#연하남#다정남#상처녀#비밀연애#직진남#짝사랑남#평범녀#무심녀#평점4점이상#리뷰100개이상#단행본,4.6,5281
"사르르, 일상",#별점1000개이상#3000~5000원#현대물#동거#첫사랑#재회물#상처남#순정남#연하남#다정남#절륜남#재벌남#잔잔물#달달물#능력남#직진남#유혹남#대형견남#능력녀#외유내강#츤데레남#평점4점이상#리뷰100개이상#단행본,4.4,4253
불행의 기원,#별점1000개이상#1만원~2만원#현대물#기억상실#동거#첫사랑#신파#재회물#후회남#다정남#순진녀#재벌남#무심남#짝사랑녀#순정녀#외유내강#엉뚱녀#피폐물#평점4점이상#리뷰100개이상#단행본,4.4,2202
결혼의 의무,#별점1000개이상#3000~5000원#현대물#삼각관계#순정남#절륜남#상처녀#오해#능글남#재벌남#달달물#전문직#소유욕/독점욕/질투#운명적사랑#뇌섹남#능력남#직진남#유혹남#존댓말남#능력녀#다정녀#이야기중심#평점4점이상#리뷰100개이상#고수위#단행본,4.4,3727
타람 타람 타람,#별점1000개이상#3000~5000원#궁정로맨스#판타지물#나이차커플#동거#까칠남#순정남#다정남#절륜남#상처녀#능글남#외국인/혼혈#소유욕/독점욕/질투#운명적사랑#집착남#무심녀#외유내강#평점4점이상#리뷰100개이상#2013년이전#단행본,4.5,4996
상냥한 도깨비의 새,#별점1000개이상#3000~5000원#가상시대물#동양풍#첫사랑#순정남#동정남#순진녀#왕족/귀족#신분차이#소유욕/독점욕/질투#운명적사랑#집착남#직진녀#다정녀#순정녀#동정녀#평점4점이상#리뷰100개이상#2016년출간#고수위#단행본,4.2,5008
질 나쁜 선배,#별점1000개이상#5000~1만원#현대물#캠퍼스물#삼각관계#원나잇#까칠남#상처남#순정남#절륜남#순진녀#상처녀#오해#카리스마남#달달물#몸정>맘정#소유욕/독점욕/질투#뇌섹남#능력남#직진남#유혹남#냉정남#뇌섹녀#직진녀#다정녀#유혹녀#순정녀#외유내강#털털녀#쾌활발랄녀#평점4점이상#리뷰100개이상#단행본,4.3,4168
모래신부,#별점1000개이상#5000~1만원#궁정로맨스#가상시대물#판타지물#서양풍#나쁜남자#후회남#절륜남#순진녀#상처녀#카리스마남#왕족/귀족#신분차이#소유욕/독점욕/질투#직진남#집착남#냉정남#오만남#동정녀#피폐물#더티토크#하드코어#리뷰100개이상#고수위#단행본,3.9,3569
유월의 복숭아,#별점1000개이상#5000~1만원#궁정로맨스#가상시대물#판타지물#서양풍#기억상실#나이차커플#초월적존재#상처남#순정남#동정남#후회남#다정남#절륜남#순진녀#상처녀#오해#능글남#왕족/귀족#달달물#애잔물#회귀/타임슬립#선결혼후연애#여공남수#운명적사랑#능력남#직진남#집착남#냉정남#무심남#존댓말남#사이다녀#직진녀#다정녀#애교녀#외유내강#걸크러시#털털녀#엉뚱녀#쾌활발랄녀#힐링물#성장물#이야기중심#평점4점이상#리뷰100개이상#단행본,4.3,3032
음란한 소꿉장난,#별점1000개이상#3000원이하#현대물#첫사랑#친구>연인#순정남#동정남#다정남#절륜남#짝사랑남#순진남#대형견남#평범녀#직진녀#능글녀#유혹녀#동정녀#무심녀#털털녀#엉뚱녀#쾌활발랄녀#조신남#리뷰100개이상#썸딜#고수위#단행본,3.8,2698
태연한 거짓말,#별점1000개이상#1만원~2만원#현대물#사내연애#상처남#카리스마남#재벌남#애잔물#비밀연애#뇌섹남#능력남#냉정남#능력녀#다정녀#외유내강#평점4점이상#리뷰100개이상#단행본,4.5,4824
헌팅 트로피,#별점1000개이상#5000~1만원#서양풍#절륜남#순진녀#상처녀#카리스마남#왕족/귀족#몸정>맘정#소유욕/독점욕/질투#집착남#냉정남#평범녀#동정녀#평점4점이상#리뷰100개이상#고수위#단행본,4.2,3547
파라다이스 로스트,#별점1000개이상#3000~5000원#현대물#첫사랑#재회물#동정남#절륜남#계략남#상처녀#카리스마남#재벌남#권선징악#소유욕/독점욕/질투#운명적사랑#뇌섹남#집착남#다정녀#순정녀#동정녀#리뷰100개이상#썸딜#고수위#단행본,3.7,2502
들꽃 따러 왔다가,#별점1000개이상#3000~5000원#동양풍#순정남#동정남#연하남#다정남#상처녀#대형견남#뇌섹녀#동정녀#평점4점이상#리뷰100개이상#단행본,4.4,4504
옷소매 붉은 끝동,#별점1000개이상#1만원~2만원#실존역사물#까칠남#카리스마남#왕족/귀족#애잔물#신분차이#소유욕/독점욕/질투#냉정남#오만남#능력녀#철벽녀#걸크러시#쾌활발랄녀#평점4점이상#리뷰100개이상#단행본,4.7,3694
찬란하고 자비 없는,#별점1000개이상#3000~5000원#동양풍#까칠남#동정남#왕족/귀족#신분차이#뇌섹녀#직진녀#도도녀#평점4점이상#리뷰100개이상#단행본,4.2,2045
"흔약국, 정가흔",#별점1000개이상#5000~1만원#현대물#첫사랑#재회물#순정남#동정남#다정남#상처녀#잔잔물#애잔물#뇌섹남#능력남#직진남#다정녀#순정녀#힐링물#츤데레남#평점4점이상#리뷰100개이상#단행본,4.6,4108
우리가 헤어지는 이유,#별점1000개이상#3000원이하#현대물#첫사랑#잔잔물#애잔물#능력남#직진남#순정녀#무심녀#평점4점이상#리뷰100개이상#썸딜#단행본,4.4,7560
금수별곡,#별점1000개이상#3000원이하#가상시대물#판타지물#동양풍#초월적존재#순정남#동정남#연하남#절륜남#계략남#키잡물#소유욕/독점욕/질투#직진남#집착남#짝사랑남#다정녀#애교녀#동정녀#추리/미스터리/스릴러#더티토크#조신남#평점4점이상#리뷰100개이상#고수위#단행본,4.2,4049
로판인 줄 알았는데 괴담이다,#별점1000개이상#5000~1만원#판타지물#로맨틱코미디#상처남#후회남#다정남#계략남#재벌남#영혼체인지/빙의#뇌섹남#능력남#냉정남#존댓말남#능력녀#사이다녀#직진녀#외유내강#털털녀#엉뚱녀#쾌활발랄녀#추리/미스터리/스릴러#피폐물#평점4점이상#리뷰100개이상#단행본,4.4,2034
나의 바리,#별점1000개이상#3000~5000원#가상시대물#판타지물#동양풍#초월적존재#전생/환생#상처남#나쁜남자#동정남#절륜남#상처녀#카리스마남#초능력#선결혼후연애#능력남#동정녀#이야기중심#신화물#평점4점이상#리뷰100개이상#썸딜#단행본,4.2,3309
광안,#별점1000개이상#3000~5000원#궁정로맨스#실존역사물#동양풍#첫사랑#까칠남#상처남#절륜남#카리스마남#왕족/귀족#애잔물#권선징악#신분차이#뇌섹남#순정녀#외유내강#평점4점이상#리뷰100개이상#단행본,4.4,5739
피폐 역하렘 게임에 갇혀버렸다,#별점1000개이상#1만원~2만원#판타지물#서양풍#까칠남#나쁜남자#순정남#동정남#다정남#절륜남#계략남#절륜녀#능글남#왕족/귀족#영혼체인지/빙의#역하렘#몸정>맘정#소유욕/독점욕/질투#뇌섹남#능력남#직진남#유혹남#집착남#짝사랑남#냉정남#무심남#존댓말남#능력녀#계략녀#유혹녀#더티토크#하드코어#조신남#츤데레남#평점4점이상#리뷰100개이상#고수위#단행본,4.5,4694
도피오 센소,#별점1000개이상#5000~1만원#현대물#복수#절륜남#절륜녀#상처녀#카리스마남#조직/암흑가#전문직#소유욕/독점욕/질투#능력남#직진남#냉정남#뇌섹녀#능력녀#유혹녀#쾌활발랄녀#더티토크#이야기중심#평점4점이상#리뷰100개이상#고수위#단행본,4.3,4209
예외의 탄생,#별점1000개이상#5000~1만원#사내연애#삼각관계#까칠남#상처녀#카리스마남#재벌남#비밀연애#능력남#사이다남#오만남#능력녀#무심녀#평점4점이상#리뷰100개이상#단행본,4.5,5587
속죄양,#별점1000개이상#3000~5000원#현대물#복수#재회물#나쁜남자#절륜남#계략남#상처녀#재벌남#소유욕/독점욕/질투#능력남#직진남#직진녀#동정녀#외유내강#더티토크#리뷰100개이상#고수위#단행본,3.9,1899
레드 독(Red dog),#별점1000개이상#3000원이하#현대물#복수#동정남#연하남#다정남#절륜남#계략남#카리스마남#외국인/혼혈#조직/암흑가#소유욕/독점욕/질투#능력남#사이다남#직진남#유혹남#집착남#존댓말남#능력녀#사이다녀#계략녀#동정녀#냉정녀#무심녀#걸크러시#더티토크#평점4점이상#리뷰100개이상#썸딜#고수위#단행본,4.2,4698
악녀는 두 번 산다,#별점1000개이상#2만원초과#궁정로맨스#판타지물#서양풍#정략결혼#순정남#다정남#상처녀#왕족/귀족#회귀/타임슬립#천재#계약연애/결혼#선결혼후연애#운명적사랑#직진남#존댓말남#뇌섹녀#능력녀#순정녀#냉정녀#악녀시점#이야기중심#여주중심#평점4점이상#리뷰100개이상#단행본,4.6,4133
악의 꽃,#별점1000개이상#3000~5000원#가상시대물#판타지물#서양풍#첫사랑#순정남#동정남#절륜남#계략남#상처녀#왕족/귀족#오래된연인#신분차이#소유욕/독점욕/질투#집착남#순정녀#철벽녀#피폐물#더티토크#리뷰100개이상#썸딜#단행본,3.7,1892
상사의 맛,#별점1000개이상#3000~5000원#현대물#사내연애#신데렐라#다정남#절륜남#순진녀#상처녀#오해#카리스마남#재벌남#권선징악#비밀연애#몸정>맘정#소유욕/독점욕/질투#능력남#사이다남#직진남#냉정남#존댓말남#평범녀#능력녀#짝사랑녀#동정녀#외유내강#이야기중심#츤데레남#평점4점이상#리뷰100개이상#고수위#단행본,4.1,3781
영원한 너의 거짓말,#별점1000개이상#1만원~2만원#가상시대물#판타지물#서양풍#첫사랑#까칠남#상처남#동정남#다정남#상처녀#애잔물#갑을관계#운명적사랑#능력남#철벽남#냉정남#능력녀#직진녀#계략녀#능글녀#유혹녀#짝사랑녀#쾌활발랄녀#이야기중심#츤데레남#평점4점이상#리뷰100개이상#단행본,4.7,3765
금수의 밤,#별점1000개이상#3000~5000원#가상시대물#동양풍#복수#첫사랑#절륜남#순진녀#상처녀#카리스마남#능글남#왕족/귀족#권선징악#소유욕/독점욕/질투#능력남#사이다남#직진남#존댓말남#다정녀#순정녀#동정녀#외유내강#더티토크#이야기중심#평점4점이상#리뷰100개이상#단행본,4.1,2872
금단증,#별점1000개이상#5000~1만원#현대물#가상시대물#첫사랑#친구>연인#전생/환생#후회남#절륜남#상처녀#왕족/귀족#회귀/타임슬립#소유욕/독점욕/질투#금단의관계#운명적사랑#뇌섹남#능력남#집착남#철벽남#냉정남#무심남#오만남#직진녀#다정녀#애교녀#유혹녀#짝사랑녀#순정녀#외유내강#더티토크#츤데레남#평점4점이상#리뷰100개이상#고수위#단행본,4.2,3716
데이지 - 공작의 혼약자가 되는 법,#별점1000개이상#2만원초과#가상시대물#판타지물#서양풍#첫사랑#신데렐라#전생/환생#동정남#절륜남#카리스마남#왕족/귀족#회귀/타임슬립#신분차이#계약연애/결혼#선결혼후연애#소유욕/독점욕/질투#능력남#냉정남#사이다녀#다정녀#엉뚱녀#평점4점이상#리뷰100개이상#고수위#단행본,4.2,3686
우리의 경계,#별점1000개이상#3000~5000원#현대물#동거#복수#친구>연인#상처남#순정남#다정남#절륜남#순진녀#상처녀#재벌남#애잔물#권선징악#소유욕/독점욕/질투#능력남#직진남#집착남#평점4점이상#리뷰100개이상#썸딜#고수위#단행본,4.0,1738
환절기,#별점1000개이상#5000~1만원#복수#사내연애#삼각관계#나쁜남자#순정남#후회남#계략남#순진녀#상처녀#오해#카리스마남#천재#몸정>맘정#소유욕/독점욕/질투#뇌섹남#능력남#오만남#존댓말남#다정녀#피폐물#하드코어#평점4점이상#리뷰100개이상#고수위#단행본,4.3,4052
내 벽을 움킨 해일,#별점1000개이상#1만원~2만원#학원물#가상시대물#판타지물#서양풍#첫사랑#까칠남#나쁜남자#동정남#절륜남#상처녀#능글남#왕족/귀족#애잔물#라이벌/앙숙#소유욕/독점욕/질투#직진남#유혹남#집착남#오만남#철벽녀#무심녀#털털녀#성장물#평점4점이상#리뷰100개이상#단행본,4.6,3465
목줄,#별점1000개이상#3000~5000원#현대물#신파#재회물#친구>연인#순정남#동정남#절륜남#계략남#재벌남#조직/암흑가#능력남#직진남#유혹남#다정녀#동정녀#무심녀#외유내강#더티토크#조신남#평점4점이상#리뷰100개이상#고수위#단행본,4.1,3988
더 누드(The Nude),#별점1000개이상#1만원~2만원#현대물#나이차커플#첫사랑#다정남#상처녀#재벌남#엉뚱녀#피폐물#조신남#평점4점이상#리뷰100개이상#단행본,4.5,2880
삭제,#별점1000개이상#1만원~2만원#현대물#기억상실#재회물#나쁜남자#후회남#계략남#상처녀#카리스마남#재벌남#베이비메신저#소유욕/독점욕/질투#능력남#무심남#오만남#다정녀#짝사랑녀#평점4점이상#리뷰100개이상#단행본,4.3,1601
일리버시블 (Irreversible),#별점1000개이상#3000~5000원#현대물#나이차커플#사제지간#신파#연하남#계략남#순진녀#소유욕/독점욕/질투#능력남#직진남#다정녀#후회녀#리뷰100개이상#단행본,3.9,2095
셰익스피어 인 오피스,#별점1000개이상#3000원이하#현대물#로맨틱코미디#신데렐라#다정남#절륜남#순진녀#오해#달달물#능력남#엉뚱녀#쾌활발랄녀#리뷰100개이상#썸딜#단행본,3.8,2023
북북서로 진로를 돌려라,#별점1000개이상#2만원초과#가상시대물#판타지물#서양풍#남장여자#삼각관계#순정남#후회남#다정남#계략남#오해#능글남#사차원남#능력남#애교남#짝사랑남#대형견남#능력녀#사이다녀#걸크러시#성장물#이야기중심#평점4점이상#리뷰100개이상#단행본,4.5,1687
여름 복숭아의 맛,#별점1000개이상#5000~1만원#현대물#첫사랑#재회물#상처남#순정남#동정남#상처녀#오해#애잔물#비밀연애#갑을관계#소유욕/독점욕/질투#뇌섹남#능력남#순정녀#평점4점이상#리뷰100개이상#단행본,4.2,4142
폐후의 귀환,#별점1000개이상#2만원초과#궁정로맨스#가상시대물#동양풍#복수#삼각관계#전생/환생#까칠남#나쁜남자#상처녀#카리스마남#회귀/타임슬립#권선징악#라이벌/앙숙#소유욕/독점욕/질투#운명적사랑#사이다남#냉정남#뇌섹녀#사이다녀#계략녀#철벽녀#냉정녀#무심녀#도도녀#외유내강#우월녀#걸크러시#이야기중심#여주중심#츤데레남#평점4점이상#리뷰100개이상#단행본,4.7,3454
란희,#별점1000개이상#3000~5000원#현대물#학원물#재회물#나쁜남자#동정남#상처녀#사이코패스#소유욕/독점욕/질투#운명적사랑#집착남#짝사랑남#무심녀#도도녀#피폐물#더티토크#츤데레남#리뷰100개이상#2014년출간#고수위#단행본,3.8,4266
개정판 | 그 여름을 기억하니,#별점1000개이상#3000~5000원#첫사랑#재회물#친구>연인#순정남#다정남#상처녀#잔잔물#달달물#애잔물#권선징악#오래된연인#소유욕/독점욕/질투#운명적사랑#능력남#직진남#동정녀#외유내강#힐링물#성장물#평점4점이상#리뷰100개이상#단행본,4.3,2483
성스러운 그대 이르시길,#별점1000개이상#5000~1만원#가상시대물#서양풍#까칠남#순정남#동정남#후회남#절륜남#상처녀#애잔물#신분차이#소유욕/독점욕/질투#집착남#냉정남#오만남#동정녀#무심녀#피폐물#평점4점이상#리뷰100개이상#단행본,4.5,3348
연애결혼,#별점1000개이상#3000~5000원#현대물#시월드#신파#친구>연인#다정남#상처녀#능글남#잔잔물#달달물#소유욕/독점욕/질투#뇌섹남#능력남#사이다남#직진남#존댓말남#다정녀#짝사랑녀#순정녀#츤데레남#평점4점이상#리뷰100개이상#단행본,4.4,5159
카풀,#별점1000개이상#3000~5000원#현대물#나이차커플#로맨틱코미디#사내연애#다정남#상처녀#달달물#비밀연애#뇌섹남#직진남#뇌섹녀#애교녀#쾌활발랄녀#힐링물#평점4점이상#리뷰100개이상#단행본,4.1,1601
양손에 쥔 가지,#별점1000개이상#1만원~2만원#가상시대물#판타지물#서양풍#복수#삼각관계#시월드#정략결혼#나쁜남자#순정남#후회남#연하남#다정남#절륜남#상처녀#카리스마남#왕족/귀족#역하렘#권선징악#갑을관계#신분차이#몸정>맘정#소유욕/독점욕/질투#능력남#직진남#애교남#유혹남#집착남#짝사랑남#냉정남#오만남#존댓말남#대형견남#계략녀#유혹녀#철벽녀#동정녀#냉정녀#무심녀#더티토크#평점4점이상#리뷰100개이상#고수위#단행본,4.2,1346
"균 중의 균 마세균, 잠복기만 15년",#별점1000개이상#3000~5000원#현대물#학원물#첫사랑#친구>연인#순정남#다정남#잔잔물#달달물#직진남#짝사랑남#까칠녀#성장물#츤데레남#평점4점이상#리뷰100개이상#썸딜#단행본,4.2,2835
